elem_idx,offset,radius,hitted,tof_total
37,-0.01,0.07,False,0
38,-0.01,0.07,False,0
39,-0.01,0.07,False,0
40,-0.01,0.07,False,0
41,-0.01,0.07,False,0
42,-0.01,0.07,False,0
43,-0.01,0.07,False,0
44,-0.01,0.07,False,0
45,-0.01,0.07,False,0
46,-0.01,0.07,False,0
47,-0.01,0.07,False,0
48,-0.01,0.07,False,0
49,-0.01,0.07,False,0
50,-0.01,0.07,False,0
51,-0.01,0.07,False,0
52,-0.01,0.07,False,0
53,-0.01,0.07,False,0
54,-0.01,0.07,False,0
55,-0.01,0.07,False,0
56,-0.01,0.07,False,0
57,-0.01,0.07,False,0
58,-0.01,0.07,False,0
59,-0.01,0.07,False,0
60,-0.01,0.07,False,0
61,-0.01,0.07,False,0
62,-0.01,0.07,False,0
63,-0.01,0.07,False,0
64,-0.01,0.07,False,0
0,-0.009000000000000001,0.07,False,0
1,-0.009000000000000001,0.07,False,0
2,-0.009000000000000001,0.07,False,0
3,-0.009000000000000001,0.07,False,0
4,-0.009000000000000001,0.07,False,0
5,-0.009000000000000001,0.07,False,0
6,-0.009000000000000001,0.07,False,0
7,-0.009000000000000001,0.07,False,0
8,-0.009000000000000001,0.07,False,0
9,-0.009000000000000001,0.07,False,0
10,-0.009000000000000001,0.07,False,0
11,-0.009000000000000001,0.07,False,0
12,-0.009000000000000001,0.07,False,0
13,-0.009000000000000001,0.07,False,0
14,-0.009000000000000001,0.07,False,0
15,-0.009000000000000001,0.07,False,0
16,-0.009000000000000001,0.07,False,0
17,-0.009000000000000001,0.07,False,0
18,-0.009000000000000001,0.07,False,0
19,-0.009000000000000001,0.07,False,0
20,-0.009000000000000001,0.07,False,0
21,-0.009000000000000001,0.07,False,0
22,-0.009000000000000001,0.07,False,0
23,-0.009000000000000001,0.07,False,0
24,-0.009000000000000001,0.07,False,0
25,-0.009000000000000001,0.07,False,0
26,-0.009000000000000001,0.07,False,0
27,-0.009000000000000001,0.07,False,0
28,-0.009000000000000001,0.07,False,0
29,-0.009000000000000001,0.07,False,0
30,-0.009000000000000001,0.07,False,0
31,-0.009000000000000001,0.07,False,0
32,-0.009000000000000001,0.07,True,6.363283508457917e-05
33,-0.009000000000000001,0.07,False,0
34,-0.009000000000000001,0.07,False,0
35,-0.009000000000000001,0.07,False,0
36,-0.009000000000000001,0.07,False,0
37,-0.009000000000000001,0.07,False,0
38,-0.009000000000000001,0.07,False,0
39,-0.009000000000000001,0.07,False,0
40,-0.009000000000000001,0.07,False,0
41,-0.009000000000000001,0.07,False,0
42,-0.009000000000000001,0.07,False,0
43,-0.009000000000000001,0.07,False,0
44,-0.009000000000000001,0.07,False,0
45,-0.009000000000000001,0.07,False,0
46,-0.009000000000000001,0.07,False,0
47,-0.009000000000000001,0.07,False,0
48,-0.009000000000000001,0.07,False,0
49,-0.009000000000000001,0.07,False,0
50,-0.009000000000000001,0.07,False,0
51,-0.009000000000000001,0.07,False,0
52,-0.009000000000000001,0.07,False,0
53,-0.009000000000000001,0.07,False,0
54,-0.009000000000000001,0.07,False,0
55,-0.009000000000000001,0.07,False,0
56,-0.009000000000000001,0.07,False,0
57,-0.009000000000000001,0.07,False,0
58,-0.009000000000000001,0.07,False,0
59,-0.009000000000000001,0.07,False,0
60,-0.009000000000000001,0.07,False,0
61,-0.009000000000000001,0.07,False,0
62,-0.009000000000000001,0.07,False,0
63,-0.009000000000000001,0.07,False,0
64,-0.009000000000000001,0.07,False,0
0,-0.008,0.07,False,0
1,-0.008,0.07,False,0
2,-0.008,0.07,False,0
3,-0.008,0.07,False,0
4,-0.008,0.07,False,0
5,-0.008,0.07,False,0
6,-0.008,0.07,False,0
7,-0.008,0.07,False,0
8,-0.008,0.07,False,0
9,-0.008,0.07,False,0
10,-0.008,0.07,False,0
11,-0.008,0.07,False,0
12,-0.008,0.07,False,0
13,-0.008,0.07,False,0
14,-0.008,0.07,False,0
15,-0.008,0.07,False,0
16,-0.008,0.07,False,0
17,-0.008,0.07,False,0
18,-0.008,0.07,False,0
19,-0.008,0.07,False,0
20,-0.008,0.07,False,0
21,-0.008,0.07,True,6.05488949369419e-05
22,-0.008,0.07,False,0
23,-0.008,0.07,False,0
24,-0.008,0.07,False,0
25,-0.008,0.07,False,0
26,-0.008,0.07,False,0
27,-0.008,0.07,False,0
28,-0.008,0.07,False,0
29,-0.008,0.07,False,0
30,-0.008,0.07,False,0
31,-0.008,0.07,False,0
32,-0.008,0.07,True,6.34678491970263e-05
33,-0.008,0.07,False,0
34,-0.008,0.07,False,0
35,-0.008,0.07,False,0
36,-0.008,0.07,False,0
37,-0.008,0.07,False,0
38,-0.008,0.07,False,0
39,-0.008,0.07,False,0
40,-0.008,0.07,False,0
41,-0.008,0.07,False,0
42,-0.008,0.07,False,0
43,-0.008,0.07,False,0
44,-0.008,0.07,False,0
45,-0.008,0.07,False,0
46,-0.008,0.07,False,0
47,-0.008,0.07,False,0
48,-0.008,0.07,False,0
49,-0.008,0.07,False,0
50,-0.008,0.07,False,0
51,-0.008,0.07,False,0
52,-0.008,0.07,False,0
53,-0.008,0.07,False,0
54,-0.008,0.07,False,0
55,-0.008,0.07,False,0
56,-0.008,0.07,False,0
57,-0.008,0.07,False,0
58,-0.008,0.07,False,0
59,-0.008,0.07,False,0
60,-0.008,0.07,False,0
61,-0.008,0.07,False,0
62,-0.008,0.07,False,0
63,-0.008,0.07,False,0
64,-0.008,0.07,False,0
0,-0.007,0.07,False,0
1,-0.007,0.07,False,0
2,-0.007,0.07,False,0
3,-0.007,0.07,False,0
4,-0.007,0.07,False,0
5,-0.007,0.07,False,0
6,-0.007,0.07,False,0
7,-0.007,0.07,False,0
8,-0.007,0.07,False,0
9,-0.007,0.07,False,0
10,-0.007,0.07,False,0
11,-0.007,0.07,False,0
12,-0.007,0.07,False,0
13,-0.007,0.07,False,0
14,-0.007,0.07,False,0
15,-0.007,0.07,False,0
16,-0.007,0.07,False,0
17,-0.007,0.07,False,0
18,-0.007,0.07,False,0
19,-0.007,0.07,False,0
20,-0.007,0.07,False,0
21,-0.007,0.07,False,0
22,-0.007,0.07,False,0
23,-0.007,0.07,False,0
24,-0.007,0.07,False,0
25,-0.007,0.07,False,0
26,-0.007,0.07,False,0
27,-0.007,0.07,False,0
28,-0.007,0.07,False,0
29,-0.007,0.07,False,0
30,-0.007,0.07,False,0
31,-0.007,0.07,False,0
32,-0.007,0.07,True,6.33225140728071e-05
33,-0.007,0.07,False,0
34,-0.007,0.07,False,0
35,-0.007,0.07,False,0
36,-0.007,0.07,False,0
37,-0.007,0.07,False,0
38,-0.007,0.07,False,0
39,-0.007,0.07,False,0
40,-0.007,0.07,False,0
41,-0.007,0.07,False,0
42,-0.007,0.07,False,0
43,-0.007,0.07,False,0
44,-0.007,0.07,False,0
45,-0.007,0.07,False,0
46,-0.007,0.07,False,0
47,-0.007,0.07,False,0
48,-0.007,0.07,False,0
49,-0.007,0.07,False,0
50,-0.007,0.07,False,0
51,-0.007,0.07,False,0
52,-0.007,0.07,False,0
53,-0.007,0.07,False,0
54,-0.007,0.07,False,0
55,-0.007,0.07,False,0
56,-0.007,0.07,False,0
57,-0.007,0.07,False,0
58,-0.007,0.07,False,0
59,-0.007,0.07,False,0
60,-0.007,0.07,False,0
61,-0.007,0.07,False,0
62,-0.007,0.07,False,0
63,-0.007,0.07,False,0
64,-0.007,0.07,False,0
0,-0.006,0.07,False,0
1,-0.006,0.07,False,0
2,-0.006,0.07,False,0
3,-0.006,0.07,False,0
4,-0.006,0.07,False,0
5,-0.006,0.07,False,0
6,-0.006,0.07,False,0
7,-0.006,0.07,False,0
8,-0.006,0.07,False,0
9,-0.006,0.07,False,0
10,-0.006,0.07,False,0
11,-0.006,0.07,False,0
12,-0.006,0.07,False,0
13,-0.006,0.07,False,0
14,-0.006,0.07,False,0
15,-0.006,0.07,False,0
16,-0.006,0.07,False,0
17,-0.006,0.07,False,0
18,-0.006,0.07,False,0
19,-0.006,0.07,False,0
20,-0.006,0.07,False,0
21,-0.006,0.07,False,0
22,-0.006,0.07,False,0
23,-0.006,0.07,False,0
24,-0.006,0.07,False,0
25,-0.006,0.07,False,0
26,-0.006,0.07,False,0
27,-0.006,0.07,True,6.4579039337749e-05
28,-0.006,0.07,False,0
29,-0.006,0.07,True,6.18713189045419e-05
30,-0.006,0.07,True,6.394588851737115e-05
31,-0.006,0.07,True,6.357706556914447e-05
32,-0.006,0.07,True,6.284824272965526e-05
33,-0.006,0.07,False,0
34,-0.006,0.07,False,0
35,-0.006,0.07,False,0
36,-0.006,0.07,False,0
37,-0.006,0.07,False,0
38,-0.006,0.07,False,0
39,-0.006,0.07,False,0
40,-0.006,0.07,False,0
41,-0.006,0.07,False,0
42,-0.006,0.07,False,0
43,-0.006,0.07,False,0
44,-0.006,0.07,False,0
45,-0.006,0.07,False,0
46,-0.006,0.07,False,0
47,-0.006,0.07,False,0
48,-0.006,0.07,False,0
49,-0.006,0.07,False,0
50,-0.006,0.07,False,0
51,-0.006,0.07,False,0
52,-0.006,0.07,False,0
53,-0.006,0.07,False,0
54,-0.006,0.07,False,0
55,-0.006,0.07,False,0
56,-0.006,0.07,False,0
57,-0.006,0.07,False,0
58,-0.006,0.07,False,0
59,-0.006,0.07,False,0
60,-0.006,0.07,False,0
61,-0.006,0.07,False,0
62,-0.006,0.07,False,0
63,-0.006,0.07,False,0
64,-0.006,0.07,False,0
0,-0.005,0.07,False,0
1,-0.005,0.07,False,0
2,-0.005,0.07,False,0
3,-0.005,0.07,False,0
4,-0.005,0.07,False,0
5,-0.005,0.07,False,0
6,-0.005,0.07,False,0
7,-0.005,0.07,False,0
8,-0.005,0.07,False,0
9,-0.005,0.07,False,0
10,-0.005,0.07,False,0
11,-0.005,0.07,False,0
12,-0.005,0.07,True,6.578401024993775e-05
13,-0.005,0.07,False,0
14,-0.005,0.07,False,0
15,-0.005,0.07,False,0
16,-0.005,0.07,False,0
17,-0.005,0.07,False,0
18,-0.005,0.07,True,6.532745774104549e-05
19,-0.005,0.07,False,0
20,-0.005,0.07,False,0
21,-0.005,0.07,False,0
22,-0.005,0.07,False,0
23,-0.005,0.07,False,0
24,-0.005,0.07,False,0
25,-0.005,0.07,False,0
26,-0.005,0.07,False,0
27,-0.005,0.07,False,0
28,-0.005,0.07,False,0
29,-0.005,0.07,False,0
30,-0.005,0.07,False,0
31,-0.005,0.07,True,6.248003018658518e-05
32,-0.005,0.07,True,6.309044445530025e-05
33,-0.005,0.07,False,0
34,-0.005,0.07,False,0
35,-0.005,0.07,False,0
36,-0.005,0.07,False,0
37,-0.005,0.07,False,0
38,-0.005,0.07,False,0
39,-0.005,0.07,False,0
40,-0.005,0.07,False,0
41,-0.005,0.07,False,0
42,-0.005,0.07,False,0
43,-0.005,0.07,False,0
44,-0.005,0.07,False,0
45,-0.005,0.07,False,0
46,-0.005,0.07,False,0
47,-0.005,0.07,False,0
48,-0.005,0.07,False,0
49,-0.005,0.07,False,0
50,-0.005,0.07,False,0
51,-0.005,0.07,False,0
52,-0.005,0.07,False,0
53,-0.005,0.07,False,0
54,-0.005,0.07,False,0
55,-0.005,0.07,False,0
56,-0.005,0.07,False,0
57,-0.005,0.07,False,0
58,-0.005,0.07,False,0
59,-0.005,0.07,False,0
60,-0.005,0.07,False,0
61,-0.005,0.07,False,0
62,-0.005,0.07,False,0
63,-0.005,0.07,False,0
64,-0.005,0.07,False,0
0,-0.004,0.07,False,0
1,-0.004,0.07,False,0
2,-0.004,0.07,False,0
3,-0.004,0.07,False,0
4,-0.004,0.07,False,0
5,-0.004,0.07,False,0
6,-0.004,0.07,False,0
7,-0.004,0.07,False,0
8,-0.004,0.07,False,0
9,-0.004,0.07,False,0
10,-0.004,0.07,False,0
11,-0.004,0.07,False,0
12,-0.004,0.07,False,0
13,-0.004,0.07,False,0
14,-0.004,0.07,False,0
15,-0.004,0.07,False,0
16,-0.004,0.07,False,0
17,-0.004,0.07,False,0
18,-0.004,0.07,False,0
19,-0.004,0.07,False,0
20,-0.004,0.07,False,0
21,-0.004,0.07,False,0
22,-0.004,0.07,False,0
23,-0.004,0.07,False,0
24,-0.004,0.07,False,0
25,-0.004,0.07,False,0
26,-0.004,0.07,False,0
27,-0.004,0.07,False,0
28,-0.004,0.07,False,0
29,-0.004,0.07,False,0
30,-0.004,0.07,True,6.219814155630695e-05
31,-0.004,0.07,False,0
32,-0.004,0.07,True,6.300356566935303e-05
33,-0.004,0.07,False,0
34,-0.004,0.07,False,0
35,-0.004,0.07,False,0
36,-0.004,0.07,False,0
37,-0.004,0.07,False,0
38,-0.004,0.07,False,0
39,-0.004,0.07,False,0
40,-0.004,0.07,False,0
41,-0.004,0.07,False,0
42,-0.004,0.07,False,0
43,-0.004,0.07,False,0
44,-0.004,0.07,False,0
45,-0.004,0.07,False,0
46,-0.004,0.07,False,0
47,-0.004,0.07,False,0
48,-0.004,0.07,False,0
49,-0.004,0.07,False,0
50,-0.004,0.07,False,0
51,-0.004,0.07,False,0
52,-0.004,0.07,False,0
53,-0.004,0.07,False,0
54,-0.004,0.07,False,0
55,-0.004,0.07,False,0
56,-0.004,0.07,False,0
57,-0.004,0.07,False,0
58,-0.004,0.07,False,0
59,-0.004,0.07,False,0
60,-0.004,0.07,False,0
61,-0.004,0.07,False,0
62,-0.004,0.07,False,0
63,-0.004,0.07,False,0
64,-0.004,0.07,False,0
0,-0.003,0.07,False,0
1,-0.003,0.07,False,0
2,-0.003,0.07,False,0
3,-0.003,0.07,False,0
4,-0.003,0.07,False,0
5,-0.003,0.07,False,0
6,-0.003,0.07,False,0
7,-0.003,0.07,False,0
8,-0.003,0.07,False,0
9,-0.003,0.07,False,0
10,-0.003,0.07,False,0
11,-0.003,0.07,False,0
12,-0.003,0.07,False,0
13,-0.003,0.07,False,0
14,-0.003,0.07,False,0
15,-0.003,0.07,False,0
16,-0.003,0.07,False,0
17,-0.003,0.07,False,0
18,-0.003,0.07,False,0
19,-0.003,0.07,False,0
20,-0.003,0.07,False,0
21,-0.003,0.07,False,0
22,-0.003,0.07,False,0
23,-0.003,0.07,False,0
24,-0.003,0.07,False,0
25,-0.003,0.07,False,0
26,-0.003,0.07,False,0
27,-0.003,0.07,False,0
28,-0.003,0.07,False,0
29,-0.003,0.07,False,0
30,-0.003,0.07,False,0
31,-0.003,0.07,False,0
32,-0.003,0.07,True,6.284902559465006e-05
33,-0.003,0.07,False,0
34,-0.003,0.07,False,0
35,-0.003,0.07,False,0
36,-0.003,0.07,False,0
37,-0.003,0.07,False,0
38,-0.003,0.07,False,0
39,-0.003,0.07,False,0
40,-0.003,0.07,False,0
41,-0.003,0.07,False,0
42,-0.003,0.07,False,0
43,-0.003,0.07,False,0
44,-0.003,0.07,False,0
45,-0.003,0.07,False,0
46,-0.003,0.07,False,0
47,-0.003,0.07,False,0
48,-0.003,0.07,False,0
49,-0.003,0.07,False,0
50,-0.003,0.07,False,0
51,-0.003,0.07,False,0
52,-0.003,0.07,False,0
53,-0.003,0.07,False,0
54,-0.003,0.07,False,0
55,-0.003,0.07,False,0
56,-0.003,0.07,False,0
57,-0.003,0.07,False,0
58,-0.003,0.07,False,0
59,-0.003,0.07,False,0
60,-0.003,0.07,False,0
61,-0.003,0.07,False,0
62,-0.003,0.07,False,0
63,-0.003,0.07,False,0
64,-0.003,0.07,False,0
0,-0.002,0.07,False,0
1,-0.002,0.07,False,0
2,-0.002,0.07,False,0
3,-0.002,0.07,False,0
4,-0.002,0.07,False,0
5,-0.002,0.07,False,0
6,-0.002,0.07,False,0
7,-0.002,0.07,False,0
8,-0.002,0.07,False,0
9,-0.002,0.07,False,0
10,-0.002,0.07,False,0
11,-0.002,0.07,False,0
12,-0.002,0.07,False,0
13,-0.002,0.07,False,0
14,-0.002,0.07,True,6.127308554154643e-05
15,-0.002,0.07,False,0
16,-0.002,0.07,False,0
17,-0.002,0.07,False,0
18,-0.002,0.07,False,0
19,-0.002,0.07,False,0
20,-0.002,0.07,False,0
21,-0.002,0.07,False,0
22,-0.002,0.07,False,0
23,-0.002,0.07,False,0
24,-0.002,0.07,False,0
25,-0.002,0.07,False,0
26,-0.002,0.07,False,0
27,-0.002,0.07,False,0
28,-0.002,0.07,False,0
29,-0.002,0.07,False,0
30,-0.002,0.07,False,0
31,-0.002,0.07,True,6.316990254569677e-05
32,-0.002,0.07,True,6.284566638354243e-05
33,-0.002,0.07,False,0
34,-0.002,0.07,False,0
35,-0.002,0.07,False,0
36,-0.002,0.07,False,0
37,-0.002,0.07,False,0
38,-0.002,0.07,False,0
39,-0.002,0.07,False,0
40,-0.002,0.07,False,0
41,-0.002,0.07,False,0
42,-0.002,0.07,False,0
43,-0.002,0.07,False,0
44,-0.002,0.07,False,0
45,-0.002,0.07,False,0
46,-0.002,0.07,False,0
47,-0.002,0.07,False,0
48,-0.002,0.07,False,0
49,-0.002,0.07,False,0
50,-0.002,0.07,False,0
51,-0.002,0.07,False,0
52,-0.002,0.07,False,0
53,-0.002,0.07,False,0
54,-0.002,0.07,False,0
55,-0.002,0.07,False,0
56,-0.002,0.07,False,0
57,-0.002,0.07,False,0
58,-0.002,0.07,False,0
59,-0.002,0.07,False,0
60,-0.002,0.07,False,0
61,-0.002,0.07,False,0
62,-0.002,0.07,False,0
63,-0.002,0.07,False,0
64,-0.002,0.07,False,0
0,-0.001,0.07,False,0
1,-0.001,0.07,False,0
2,-0.001,0.07,False,0
3,-0.001,0.07,False,0
4,-0.001,0.07,False,0
5,-0.001,0.07,False,0
6,-0.001,0.07,False,0
7,-0.001,0.07,False,0
8,-0.001,0.07,False,0
9,-0.001,0.07,False,0
10,-0.001,0.07,False,0
11,-0.001,0.07,False,0
12,-0.001,0.07,False,0
13,-0.001,0.07,False,0
14,-0.001,0.07,False,0
15,-0.001,0.07,False,0
16,-0.001,0.07,False,0
17,-0.001,0.07,False,0
18,-0.001,0.07,False,0
19,-0.001,0.07,False,0
20,-0.001,0.07,False,0
21,-0.001,0.07,False,0
22,-0.001,0.07,False,0
23,-0.001,0.07,False,0
24,-0.001,0.07,False,0
25,-0.001,0.07,False,0
26,-0.001,0.07,False,0
27,-0.001,0.07,False,0
28,-0.001,0.07,False,0
29,-0.001,0.07,False,0
30,-0.001,0.07,False,0
31,-0.001,0.07,False,0
32,-0.001,0.07,True,6.28431272840113e-05
33,-0.001,0.07,False,0
34,-0.001,0.07,False,0
35,-0.001,0.07,False,0
36,-0.001,0.07,False,0
37,-0.001,0.07,False,0
38,-0.001,0.07,False,0
39,-0.001,0.07,False,0
40,-0.001,0.07,False,0
41,-0.001,0.07,False,0
42,-0.001,0.07,False,0
43,-0.001,0.07,False,0
44,-0.001,0.07,False,0
45,-0.001,0.07,False,0
46,-0.001,0.07,False,0
47,-0.001,0.07,False,0
48,-0.001,0.07,False,0
49,-0.001,0.07,False,0
50,-0.001,0.07,False,0
51,-0.001,0.07,False,0
52,-0.001,0.07,False,0
53,-0.001,0.07,False,0
54,-0.001,0.07,False,0
55,-0.001,0.07,False,0
56,-0.001,0.07,False,0
57,-0.001,0.07,False,0
58,-0.001,0.07,False,0
59,-0.001,0.07,False,0
60,-0.001,0.07,False,0
61,-0.001,0.07,False,0
62,-0.001,0.07,False,0
63,-0.001,0.07,False,0
64,-0.001,0.07,False,0
0,0.0,0.07,False,0
1,0.0,0.07,False,0
2,0.0,0.07,False,0
3,0.0,0.07,False,0
4,0.0,0.07,False,0
5,0.0,0.07,False,0
6,0.0,0.07,False,0
7,0.0,0.07,False,0
8,0.0,0.07,False,0
9,0.0,0.07,False,0
10,0.0,0.07,False,0
11,0.0,0.07,False,0
12,0.0,0.07,False,0
13,0.0,0.07,False,0
14,0.0,0.07,False,0
15,0.0,0.07,False,0
16,0.0,0.07,False,0
17,0.0,0.07,False,0
18,0.0,0.07,False,0
19,0.0,0.07,False,0
20,0.0,0.07,False,0
21,0.0,0.07,False,0
22,0.0,0.07,False,0
23,0.0,0.07,False,0
24,0.0,0.07,False,0
25,0.0,0.07,False,0
26,0.0,0.07,False,0
27,0.0,0.07,False,0
28,0.0,0.07,False,0
29,0.0,0.07,False,0
30,0.0,0.07,False,0
31,0.0,0.07,False,0
32,0.0,0.07,True,6.284931191159794e-05
33,0.0,0.07,False,0
34,0.0,0.07,False,0
35,0.0,0.07,False,0
36,0.0,0.07,False,0
37,0.0,0.07,False,0
38,0.0,0.07,False,0
39,0.0,0.07,False,0
40,0.0,0.07,False,0
41,0.0,0.07,False,0
42,0.0,0.07,False,0
43,0.0,0.07,False,0
44,0.0,0.07,False,0
45,0.0,0.07,False,0
46,0.0,0.07,False,0
47,0.0,0.07,False,0
48,0.0,0.07,False,0
49,0.0,0.07,False,0
50,0.0,0.07,False,0
51,0.0,0.07,False,0
52,0.0,0.07,False,0
53,0.0,0.07,False,0
54,0.0,0.07,False,0
55,0.0,0.07,False,0
56,0.0,0.07,False,0
57,0.0,0.07,False,0
58,0.0,0.07,False,0
59,0.0,0.07,False,0
60,0.0,0.07,False,0
61,0.0,0.07,False,0
62,0.0,0.07,False,0
63,0.0,0.07,False,0
64,0.0,0.07,False,0
0,0.001,0.07,False,0
1,0.001,0.07,False,0
2,0.001,0.07,False,0
3,0.001,0.07,False,0
4,0.001,0.07,False,0
5,0.001,0.07,False,0
6,0.001,0.07,False,0
7,0.001,0.07,False,0
8,0.001,0.07,False,0
9,0.001,0.07,False,0
10,0.001,0.07,False,0
11,0.001,0.07,False,0
12,0.001,0.07,False,0
13,0.001,0.07,False,0
14,0.001,0.07,False,0
15,0.001,0.07,False,0
16,0.001,0.07,False,0
17,0.001,0.07,False,0
18,0.001,0.07,False,0
19,0.001,0.07,False,0
20,0.001,0.07,False,0
21,0.001,0.07,False,0
22,0.001,0.07,False,0
23,0.001,0.07,False,0
24,0.001,0.07,False,0
25,0.001,0.07,False,0
26,0.001,0.07,False,0
27,0.001,0.07,False,0
28,0.001,0.07,False,0
29,0.001,0.07,False,0
30,0.001,0.07,False,0
31,0.001,0.07,False,0
32,0.001,0.07,True,6.286685371632232e-05
33,0.001,0.07,False,0
34,0.001,0.07,False,0
35,0.001,0.07,False,0
36,0.001,0.07,False,0
37,0.001,0.07,False,0
38,0.001,0.07,False,0
39,0.001,0.07,False,0
40,0.001,0.07,False,0
41,0.001,0.07,False,0
42,0.001,0.07,False,0
43,0.001,0.07,False,0
44,0.001,0.07,False,0
45,0.001,0.07,False,0
46,0.001,0.07,False,0
47,0.001,0.07,False,0
48,0.001,0.07,False,0
49,0.001,0.07,False,0
50,0.001,0.07,False,0
51,0.001,0.07,False,0
52,0.001,0.07,False,0
53,0.001,0.07,False,0
54,0.001,0.07,False,0
55,0.001,0.07,False,0
56,0.001,0.07,False,0
57,0.001,0.07,False,0
58,0.001,0.07,False,0
59,0.001,0.07,False,0
60,0.001,0.07,False,0
61,0.001,0.07,False,0
62,0.001,0.07,False,0
63,0.001,0.07,False,0
64,0.001,0.07,False,0
0,0.002,0.07,False,0
1,0.002,0.07,False,0
2,0.002,0.07,False,0
3,0.002,0.07,False,0
4,0.002,0.07,False,0
5,0.002,0.07,False,0
6,0.002,0.07,False,0
7,0.002,0.07,False,0
8,0.002,0.07,False,0
9,0.002,0.07,False,0
10,0.002,0.07,False,0
11,0.002,0.07,False,0
12,0.002,0.07,False,0
13,0.002,0.07,False,0
14,0.002,0.07,False,0
15,0.002,0.07,False,0
16,0.002,0.07,False,0
17,0.002,0.07,False,0
18,0.002,0.07,False,0
19,0.002,0.07,False,0
20,0.002,0.07,False,0
21,0.002,0.07,False,0
22,0.002,0.07,False,0
23,0.002,0.07,False,0
24,0.002,0.07,False,0
25,0.002,0.07,False,0
26,0.002,0.07,False,0
27,0.002,0.07,False,0
28,0.002,0.07,False,0
29,0.002,0.07,False,0
30,0.002,0.07,False,0
31,0.002,0.07,False,0
32,0.002,0.07,True,6.289312379222977e-05
33,0.002,0.07,True,6.316990254569677e-05
34,0.002,0.07,False,0
35,0.002,0.07,False,0
36,0.002,0.07,False,0
37,0.002,0.07,False,0
38,0.002,0.07,False,0
39,0.002,0.07,False,0
40,0.002,0.07,False,0
41,0.002,0.07,False,0
42,0.002,0.07,False,0
43,0.002,0.07,False,0
44,0.002,0.07,False,0
45,0.002,0.07,False,0
46,0.002,0.07,False,0
47,0.002,0.07,False,0
48,0.002,0.07,False,0
49,0.002,0.07,False,0
50,0.002,0.07,True,6.127308554154643e-05
51,0.002,0.07,False,0
52,0.002,0.07,False,0
53,0.002,0.07,False,0
54,0.002,0.07,False,0
55,0.002,0.07,False,0
56,0.002,0.07,False,0
57,0.002,0.07,False,0
58,0.002,0.07,False,0
59,0.002,0.07,False,0
60,0.002,0.07,False,0
61,0.002,0.07,False,0
62,0.002,0.07,False,0
63,0.002,0.07,False,0
64,0.002,0.07,False,0
0,0.003,0.07,False,0
1,0.003,0.07,False,0
2,0.003,0.07,False,0
3,0.003,0.07,False,0
4,0.003,0.07,False,0
5,0.003,0.07,False,0
6,0.003,0.07,False,0
7,0.003,0.07,False,0
8,0.003,0.07,False,0
9,0.003,0.07,False,0
10,0.003,0.07,False,0
11,0.003,0.07,False,0
12,0.003,0.07,False,0
13,0.003,0.07,False,0
14,0.003,0.07,False,0
15,0.003,0.07,False,0
16,0.003,0.07,False,0
17,0.003,0.07,False,0
18,0.003,0.07,False,0
19,0.003,0.07,False,0
20,0.003,0.07,False,0
21,0.003,0.07,False,0
22,0.003,0.07,False,0
23,0.003,0.07,False,0
24,0.003,0.07,False,0
25,0.003,0.07,False,0
26,0.003,0.07,False,0
27,0.003,0.07,False,0
28,0.003,0.07,False,0
29,0.003,0.07,False,0
30,0.003,0.07,False,0
31,0.003,0.07,False,0
32,0.003,0.07,True,6.293604860799246e-05
33,0.003,0.07,False,0
34,0.003,0.07,False,0
35,0.003,0.07,False,0
36,0.003,0.07,False,0
37,0.003,0.07,False,0
38,0.003,0.07,False,0
39,0.003,0.07,False,0
40,0.003,0.07,False,0
41,0.003,0.07,False,0
42,0.003,0.07,False,0
43,0.003,0.07,False,0
44,0.003,0.07,False,0
45,0.003,0.07,False,0
46,0.003,0.07,False,0
47,0.003,0.07,False,0
48,0.003,0.07,False,0
49,0.003,0.07,False,0
50,0.003,0.07,False,0
51,0.003,0.07,False,0
52,0.003,0.07,False,0
53,0.003,0.07,False,0
54,0.003,0.07,False,0
55,0.003,0.07,False,0
56,0.003,0.07,False,0
57,0.003,0.07,False,0
58,0.003,0.07,False,0
59,0.003,0.07,False,0
60,0.003,0.07,False,0
61,0.003,0.07,False,0
62,0.003,0.07,False,0
63,0.003,0.07,False,0
64,0.003,0.07,False,0
0,0.004,0.07,False,0
1,0.004,0.07,False,0
2,0.004,0.07,False,0
3,0.004,0.07,False,0
4,0.004,0.07,False,0
5,0.004,0.07,False,0
6,0.004,0.07,False,0
